State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10)
Rajasthan,Udaipur,Saheliyon-ki-Bari,Garden,1710,1.0,4.4,30,Yes,Open All Days,Historic garden with fountains and marble art,Yes,0.35,Morning,India,https://maps.app.goo.gl/saheliyon,Maharana Pratap Airport,Udaipur City,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Hathi Pol Bazaar,Ambrai,October to March,Udaipur Special Cuisine,8,,,70.0,No,Non-Religious,22,0,4.8
Rajasthan,Udaipur,Sajjangarh Monsoon Palace,Palace,1884,1.5,4.5,60,Yes,Open All Days,Hilltop palace with breathtaking sunset views,Yes,0.2,Evening,India,https://maps.app.goo.gl/sajjangarh,Maharana Pratap Airport,Udaipur City,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Hathi Pol Bazaar,Ambrai,October to March,Udaipur Special Cuisine,8,,,72.0,No,Non-Religious,48,0,5.0
Rajasthan,Udaipur,Jag Mandir,Palace,17th Century,1.5,4.6,0,Yes,Open All Days,Exquisite palace on an island in Lake Pichola,Yes,0.12,Afternoon,India,https://maps.app.goo.gl/jagmandir,Maharana Pratap Airport,Udaipur City,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Hathi Pol Bazaar,Ambrai,October to March,Udaipur Special Cuisine,8,,,74.0,No,Non-Religious,48,0,5.2
Rajasthan,Udaipur,Fateh Sagar Lake,Lake,1678,1.0,4.6,0,Yes,Open All Days,Popular artificial lake for boating and walking,Yes,0.5,Evening,India,https://maps.app.goo.gl/fatehsagar,Maharana Pratap Airport,Udaipur City,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Hathi Pol Bazaar,Ambrai,October to March,Udaipur Special Cuisine,8,,,74.0,No,Non-Religious,32,0,5.2
Rajasthan,Udaipur,Bagore Ki Haveli,Landmark,18th Century,1.5,4.5,60,Yes,Open All Days,Museum showcasing royal artifacts and folk dance,Yes,0.1,Evening,India,https://maps.app.goo.gl/bagore,Maharana Pratap Airport,Udaipur City,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Hathi Pol Bazaar,Ambrai,October to March,Udaipur Special Cuisine,8,,,72.0,No,Non-Religious,33,0,5.0
Rajasthan,Udaipur,Eklingji Temple,Temple,8th Century,1.0,4.7,0,Yes,Open All Days,Sacred complex dedicated to Lord Shiva,No,0.08,Morning,India,https://maps.app.goo.gl/eklingji,Maharana Pratap Airport,Udaipur City,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Hathi Pol Bazaar,Ambrai,October to March,Udaipur Special Cuisine,8,,,75.0,No,Religious Heritage,75,1,5.4
Rajasthan,Jodhpur,Umaid Bhawan Palace,Palace,1943,2.0,4.5,60,Yes,Open All Days,One of the world's largest private residences,Yes,0.5,Afternoon,India,https://maps.app.goo.gl/umaidbhawan,Jodhpur Airport,Jodhpur Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sardar Market,Gypsy Restaurant,October to March,Jodhpur Special Cuisine,8,,,72.0,No,Non-Religious,48,0,5.0
Rajasthan,Jodhpur,Mandore Gardens,Garden,6th Century,2.0,4.4,0,Yes,Open All Days,Historic site with cenotaphs and temples,Yes,0.25,Afternoon,India,https://maps.app.goo.gl/mandore,Jodhpur Airport,Jodhpur Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sardar Market,Gypsy Restaurant,October to March,Jodhpur Special Cuisine,8,,,70.0,No,Non-Religious,22,0,4.8
Rajasthan,Jodhpur,Toorji Ka Jhalra,Landmark,,0.5,4.6,0,Yes,Open All Days,Ancient restored stepwell in Jodhpur city,Yes,0.05,Morning,India,https://maps.app.goo.gl/toorji,Jodhpur Airport,Jodhpur Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sardar Market,Gypsy Restaurant,October to March,Jodhpur Special Cuisine,8,,,74.0,No,Non-Religious,33,0,5.2
Rajasthan,Jodhpur,Balsamand Lake,Lake,1159,1.0,4.3,0,Yes,Open All Days,Artificial lake with a summer palace on its banks,Yes,0.04,Evening,India,https://maps.app.goo.gl/balsamand,Jodhpur Airport,Jodhpur Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sardar Market,Gypsy Restaurant,October to March,Jodhpur Special Cuisine,8,,,69.0,No,Non-Religious,32,0,4.6
Rajasthan,Jaisalmer,Patwon Ki Haveli,Landmark,1805,1.0,4.4,20,Yes,Open All Days,Grandest and most ornate haveli cluster in Jaisalmer,Yes,0.15,Morning,India,https://maps.app.goo.gl/patwon,Jaisalmer Airport,Jaisalmer Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,The Trio,October to March,Jaisalmer Special Cuisine,8,,,70.0,No,Non-Religious,33,0,4.8
Rajasthan,Jaisalmer,Gadisar Lake,Lake,14th Century,1.0,4.5,0,Yes,Open All Days,Historical water reservoir with temples and shrines,Yes,0.3,Evening,India,https://maps.app.goo.gl/gadisar,Jaisalmer Airport,Jaisalmer Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,The Trio,October to March,Jaisalmer Special Cuisine,8,,,72.0,No,Non-Religious,32,0,5.0
Rajasthan,Jaisalmer,Salim Singh Ki Haveli,Landmark,1815,1.0,4.2,20,Yes,Open All Days,Haveli known for its unique peacock-shaped roof,Yes,0.06,Morning,India,https://maps.app.goo.gl/salimsingh,Jaisalmer Airport,Jaisalmer Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,The Trio,October to March,Jaisalmer Special Cuisine,8,,,67.0,No,Non-Religious,33,0,4.4
Rajasthan,Jaisalmer,Kuldhara Village,Landmark,13th Century,1.0,4.3,50,Yes,Open All Days,"Mysterious and abandoned ""haunted"" village",Yes,0.05,Afternoon,India,https://maps.app.goo.gl/kuldhara,Jaisalmer Airport,Jaisalmer Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,The Trio,October to March,Jaisalmer Special Cuisine,8,,,69.0,No,Non-Religious,33,0,4.6
Rajasthan,Jaisalmer,Bada Bagh,Memorial,16th Century,1.0,4.4,50,Yes,Open All Days,Royal cenotaphs set in the desert landscape,Yes,0.04,Evening,India,https://maps.app.goo.gl/badabagh,Jaisalmer Airport,Jaisalmer Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Sadar Bazaar,The Trio,October to March,Jaisalmer Special Cuisine,8,,,70.0,No,Non-Religious,37,0,4.8
Rajasthan,Bikaner,Karni Mata Temple,Temple,20th Century,1.0,4.6,0,No,Open All Days,Famous temple home to thousands of sacred rats,No,0.3,Morning,India,https://maps.app.goo.gl/karnimata,Bikaner Airport,Bikaner Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Bikaner Main Market,Bikaner Famous Restaurant,October to March,Bikaner Special Cuisine,8,,,74.0,No,Religious Heritage,75,1,5.2
Rajasthan,Bikaner,Rampuria Haveli,Landmark,15th Century,0.5,4.6,0,No,Open All Days,Stunning group of red sandstone havelis,Yes,0.03,Morning,India,https://maps.app.goo.gl/rampuria,Bikaner Airport,Bikaner Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Bikaner Main Market,Bikaner Famous Restaurant,October to March,Bikaner Special Cuisine,8,,,74.0,No,Non-Religious,33,0,5.2
Rajasthan,Bikaner,National Research Centre on Camel,Research Centre,1984,1.5,4.5,30,No,Open All Days,Largest camel breeding farm in Asia,Yes,0.05,Afternoon,India,https://maps.app.goo.gl/camelcentre,Bikaner Airport,Bikaner Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Bikaner Main Market,Bikaner Famous Restaurant,October to March,Bikaner Special Cuisine,8,,,72.0,No,Non-Religious,58,0,5.0
Rajasthan,Rajsamand,Kumbhalgarh Fort,Fort,1458,3.0,4.6,40,No,Open All Days,UNESCO fort with the world's second longest wall,Yes,0.18,Morning,India,https://maps.app.goo.gl/kumbhalgarh,Rajsamand Airport,Rajsamand Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Rajsamand Main Market,Rajsamand Famous Restaurant,October to March,Rajsamand Special Cuisine,8,,,74.0,No,Non-Religious,21,0,5.2
Rajasthan,Pali,Ranakpur Jain Temple,Temple,1437,2.0,4.8,200,No,Open All Days,Masterpiece of Jain architecture with 1444 pillars,Yes,0.1,Morning,India,https://maps.app.goo.gl/ranakpur,Pali Airport,Pali Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Pali Main Market,Pali Famous Restaurant,October to March,Pali Special Cuisine,8,,,77.0,No,Religious Heritage,75,1,5.6
Rajasthan,Bundi,Taragarh Fort,Fort,1354,2.0,4.4,100,No,Open All Days,Oldest hilltop fort in Rajasthan with stunning murals,Yes,0.02,Morning,India,https://maps.app.goo.gl/taragarh,Bundi Airport,Bundi Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Bundi Main Market,Bundi Famous Restaurant,October to March,Bundi Special Cuisine,8,,,70.0,No,Non-Religious,21,0,4.8
Rajasthan,Bundi,Raniji Ki Baori,Landmark,1699,1.0,4.5,50,No,Open All Days,The most famous and ornate stepwell in Bundi,Yes,0.01,Morning,India,https://maps.app.goo.gl/raniji,Bundi Airport,Bundi Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Bundi Main Market,Bundi Famous Restaurant,October to March,Bundi Special Cuisine,8,,,72.0,No,Non-Religious,33,0,5.0
Rajasthan,Alwar,Bhangarh Fort,Fort,17th Century,2.0,4.2,40,No,Open All Days,India's most famous haunted location,Yes,0.12,Afternoon,India,https://maps.app.goo.gl/bhangarh,Indira Gandhi International Airport,Alwar Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Alwar Main Market,Alwar Famous Restaurant,October to March,Alwar Special Cuisine,8,,,67.0,No,Non-Religious,21,0,4.4
Rajasthan,Alwar,Sariska Tiger Reserve,National Park,1955,4.0,4.1,100,No,Open All Days,Wildlife sanctuary known for tigers and peacocks,Yes,0.08,Morning,India,https://maps.app.goo.gl/sariska,Indira Gandhi International Airport,Alwar Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Alwar Main Market,Alwar Famous Restaurant,October to March,Alwar Special Cuisine,8,,,66.0,No,Non-Religious,43,0,4.2
Rajasthan,Jhalawar,Gagron Fort,Fort,12th Century,1.5,4.6,25,No,Open All Days,Rare UNESCO-listed water fort on three rivers,Yes,0.03,Afternoon,India,https://maps.app.goo.gl/gagron,Jhalawar Airport,Jhalawar Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Jhalawar Main Market,Jhalawar Famous Restaurant,October to March,Jhalawar Special Cuisine,8,,,74.0,No,Non-Religious,21,0,5.2
Rajasthan,Dausa,Chand Baori,Landmark,8th Century,1.0,4.6,20,No,Open All Days,One of the world's deepest and largest stepwells,Yes,0.09,Morning,India,https://maps.app.goo.gl/chandbaori,Dausa Airport,Dausa Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Dausa Main Market,Dausa Famous Restaurant,October to March,Dausa Special Cuisine,8,,,74.0,No,Non-Religious,33,0,5.2
Rajasthan,Alwar,Neemrana Fort Palace,Fort,1464,2.0,4.4,1900,No,Open All Days,15th-century heritage hotel offering day visits,Yes,0.15,Afternoon,India,https://maps.app.goo.gl/neemrana,Indira Gandhi International Airport,Alwar Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Alwar Main Market,Alwar Famous Restaurant,October to March,Alwar Special Cuisine,8,,,70.0,No,Non-Religious,21,0,4.8
Rajasthan,Nathdwara,Shrinathji Temple,Temple,17th Century,1.5,4.8,0,Yes,Open All Days,Major Vaishnavite shrine of Lord Krishna,No,0.25,Morning,India,https://maps.app.goo.gl/nathdwara,Nathdwara Airport,Nathdwara Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Nathdwara Main Market,Nathdwara Famous Restaurant,October to March,Nathdwara Special Cuisine,8,,,77.0,No,Religious Heritage,75,1,5.6
Gujarat,Modhera,Sun Temple,Temple,1026,1.5,4.7,25,Yes,Open All Days,Architectural marvel dedicated to the Sun God,Yes,0.25,Morning,India,http://googleusercontent.com/maps.google.com/gj1,Modhera Airport,Modhera Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Modhera Main Market,Modhera Famous Restaurant,October to March,Modhera Special Cuisine,8,,,75.0,No,Religious Heritage,75,1,5.4
Gujarat,Patan,Rani Ki Vav,Landmark,11th Century,1.5,4.6,40,Yes,Open All Days,UNESCO World Heritage stepwell with intricate carvings,Yes,0.35,Morning,India,http://googleusercontent.com/maps.google.com/gj2,Patan Airport,Patan Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Patan Main Market,Patan Famous Restaurant,October to March,Patan Special Cuisine,8,,,74.0,No,Non-Religious,33,0,5.2
Gujarat,Champaner,Champaner-Pavagadh Archaeological Park,Historical Site,16th Century,4.0,4.5,30,Yes,Open All Days,UNESCO site with mosques and fort ruins,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/gj3,Champaner Airport,Champaner Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Champaner Main Market,Champaner Famous Restaurant,October to March,Champaner Special Cuisine,8,,,72.0,No,Non-Religious,30,0,5.0
Gujarat,Lothal,Lothal Archaeological Site,Historical Site,,2.0,4.4,0,Yes,Friday,Ancient Indus Valley Civilization port city,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/gj4,Lothal Airport,Lothal Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Lothal Main Market,Lothal Famous Restaurant,October to March,Lothal Special Cuisine,8,,,70.0,No,Non-Religious,30,0,4.8
Gujarat,Palitana,Shatrunjaya Hill Temples,Temple,11th Century,5.0,4.8,0,No,Open All Days,Holy Jain site with over 800 marble temples,No,0.15,Morning,India,http://googleusercontent.com/maps.google.com/gj5,Palitana Airport,Palitana Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Palitana Main Market,Palitana Famous Restaurant,October to March,Palitana Special Cuisine,8,,,77.0,No,Religious Heritage,75,1,5.6
Gujarat,Saputara,Saputara Hill Station,Hill Station,,24.0,4.3,0,No,Open All Days,Only hill station in Gujarat with a lake and gardens,Yes,0.2,All,India,http://googleusercontent.com/maps.google.com/gj6,Saputara Airport,Saputara Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Saputara Main Market,Saputara Famous Restaurant,October to March,Saputara Special Cuisine,8,,,69.0,No,Non-Religious,28,0,4.6
Gujarat,Jamnagar,Marine National Park,National Park,1982,4.0,4.4,150,Yes,Open All Days,India's first marine national park with coral reefs,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/gj7,Jamnagar Airport,Jamnagar Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Jamnagar Main Market,Jamnagar Famous Restaurant,October to March,Jamnagar Special Cuisine,8,,,70.0,No,Non-Religious,43,0,4.8
Gujarat,Adalaj,Adalaj Stepwell,Landmark,1498,1.0,4.6,25,Yes,Open All Days,Exquisite five-story deep architectural stepwell,Yes,0.45,Morning,India,http://googleusercontent.com/maps.google.com/gj8,Adalaj Airport,Adalaj Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Adalaj Main Market,Adalaj Famous Restaurant,October to March,Adalaj Special Cuisine,8,,,74.0,No,Non-Religious,33,0,5.2
Gujarat,Ahmedabad,Sidi Saiyyed Mosque,Mosque,1573,0.5,4.5,0,Yes,Open All Days,"Famous for the ""Tree of Life"" stone lattice work",Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/gj9,Sardar Vallabhbhai Patel International Airport,Ahmedabad Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Law Garden Market,Agashiye,October to March,Ahmedabad Special Cuisine,8,,,72.0,No,Religious Heritage,40,1,5.0
Gujarat,Little Rann of Kutch,Wild Ass Sanctuary,Wildlife Sanctuary,1972,4.0,4.2,250,No,Open All Days,Only home to the Indian Wild Ass (Khur),Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/gj10,Little Rann of Kutch Airport,Little Rann of Kutch Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Little Rann of Kutch Main Market,Little Rann of Kutch Famous Restaurant,October to March,Little Rann of Kutch Special Cuisine,8,,,67.0,No,Non-Religious,90,0,4.4
Gujarat,Mandvi,Vijay Vilas Palace,Palace,1929,1.5,4.4,50,No,Open All Days,"Majestic palace by the sea, used in Bollywood films",Yes,0.1,Afternoon,India,http://googleusercontent.com/maps.google.com/gj11,Mandvi Airport,Mandvi Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Mandvi Main Market,Mandvi Famous Restaurant,October to March,Mandvi Special Cuisine,8,,,70.0,No,Non-Religious,48,0,4.8
Gujarat,Bhuj,Aina Mahal,Palace,18th Century,1.0,4.2,20,Yes,Open All Days,Palace of Mirrors with European-influenced design,No,0.06,Morning,India,http://googleusercontent.com/maps.google.com/gj12,Bhuj Airport,Bhuj Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Bhuj Main Market,Bhuj Famous Restaurant,October to March,Bhuj Special Cuisine,8,,,67.0,No,Non-Religious,48,0,4.4
Gujarat,Bhuj,Prag Mahal,Palace,19th Century,1.0,4.3,30,Yes,Open All Days,Italian Gothic style palace with a clock tower,Yes,0.07,Morning,India,http://googleusercontent.com/maps.google.com/gj13,Bhuj Airport,Bhuj Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Bhuj Main Market,Bhuj Famous Restaurant,October to March,Bhuj Special Cuisine,8,,,69.0,No,Non-Religious,48,0,4.6
Gujarat,Junagadh,Uparkot Fort,Fort,,2.0,4.5,25,No,Open All Days,Ancient fort with rock-cut caves and deep wells,Yes,0.15,Morning,India,http://googleusercontent.com/maps.google.com/gj14,Junagadh Airport,Junagadh Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Junagadh Main Market,Junagadh Famous Restaurant,October to March,Junagadh Special Cuisine,8,,,72.0,No,Non-Religious,21,0,5.0
Gujarat,Junagadh,Girnar Hill,Religious Site,,6.0,4.7,0,No,Open All Days,Sacred mountain with Hindu and Jain temples,Yes,0.3,Morning,India,http://googleusercontent.com/maps.google.com/gj15,Junagadh Airport,Junagadh Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Junagadh Main Market,Junagadh Famous Restaurant,October to March,Junagadh Special Cuisine,8,,,75.0,No,Non-Religious,57,0,5.4
Gujarat,Porbandar,Kirti Mandir,Memorial,1950,1.0,4.6,0,Yes,Open All Days,Birthplace and memorial of Mahatma Gandhi,Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/gj16,Porbandar Airport,Porbandar Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Porbandar Main Market,Porbandar Famous Restaurant,October to March,Porbandar Special Cuisine,8,,,74.0,No,Non-Religious,37,0,5.2
Gujarat,Bhavnagar,Blackbuck National Park,National Park,1976,3.0,4.3,100,Yes,Open All Days,Sanctuary for the graceful Blackbuck antelope,Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/gj17,Bhavnagar Airport,Bhavnagar Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Bhavnagar Main Market,Bhavnagar Famous Restaurant,October to March,Bhavnagar Special Cuisine,8,,,69.0,No,Non-Religious,43,0,4.6
Gujarat,Dwarka,Bet Dwarka,Island,,3.0,4.6,0,No,Open All Days,Holy island believed to be the residence of Lord Krishna,No,0.12,Morning,India,http://googleusercontent.com/maps.google.com/gj18,Jamnagar Airport,Dwarka Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Dwarka Main Market,Dwarka Famous Restaurant,October to March,Dwarka Special Cuisine,8,,,74.0,No,Non-Religious,31,0,5.2
Gujarat,Dwarka,Nageshwar Jyotirlinga,Temple,,1.0,4.8,0,No,Open All Days,One of the 12 sacred Jyotirlingas of Lord Shiva,No,0.4,Morning,India,http://googleusercontent.com/maps.google.com/gj19,Jamnagar Airport,Dwarka Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Dwarka Main Market,Dwarka Famous Restaurant,October to March,Dwarka Special Cuisine,8,,,77.0,No,Non-Religious,75,0,5.6
Gujarat,Ahmedabad,Jama Masjid,Mosque,1424,1.0,4.5,0,Yes,Open All Days,Grand mosque built by Ahmed Shah I,Yes,0.15,Morning,India,http://googleusercontent.com/maps.google.com/gj20,Sardar Vallabhbhai Patel International Airport,Ahmedabad Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Law Garden Market,Agashiye,October to March,Ahmedabad Special Cuisine,8,,,72.0,No,Non-Religious,40,0,5.0
Gujarat,Ahmedabad,Calico Museum of Textiles,Museum,1949,2.0,4.4,0,Yes,Monday,Premier textile museum with rare Indian fabrics,No,0.02,Morning,India,http://googleusercontent.com/maps.google.com/gj21,Sardar Vallabhbhai Patel International Airport,Ahmedabad Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Law Garden Market,Agashiye,October to March,Ahmedabad Special Cuisine,8,,,70.0,No,Non-Religious,42,0,4.8
Gujarat,Surat,Dumas Beach,Beach,,2.0,4.1,0,Yes,Open All Days,"Popular black sand beach, rumored to be haunted",Yes,0.2,Evening,India,http://googleusercontent.com/maps.google.com/gj22,Surat International Airport,Surat Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,Yes,Yes,1000,Surat Main Market,Surat Famous Restaurant,October to March,Surat Special Cuisine,8,,,66.0,No,Non-Religious,4,0,4.2
Gujarat,Surat,Dutch Garden,Garden,17th Century,1.0,4.2,0,Yes,Open All Days,Historical garden with Dutch and British cemeteries,Yes,0.05,Evening,India,http://googleusercontent.com/maps.google.com/gj23,Surat International Airport,Surat Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Surat Main Market,Surat Famous Restaurant,October to March,Surat Special Cuisine,8,,,67.0,No,Non-Religious,22,0,4.4
Gujarat,Ambaji,Ambaji Temple,Temple,,2.0,4.8,0,No,Open All Days,Major Shakti Peeth dedicated to Goddess Amba,No,0.5,All,India,http://googleusercontent.com/maps.google.com/gj24,Ambaji Airport,Ambaji Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,Ambaji Main Market,Ambaji Famous Restaurant,October to March,Ambaji Special Cuisine,8,,,77.0,No,Religious Heritage,75,1,5.6
