State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10),Place_Image_URL,Nearby_Restaurants,Nearby_Hotels,Local_Transport_Options,Nearest_Metro_Station,Avg_Local_Transport_Cost,Climate_Type,Packing_Suggestions,Recommended_Duration_Min,Recommended_Duration_Max,Short_Description,User_Rating_Avg,User_Rating_Count,Peak_Hours,Crowd_Level,Best_Visit_Time,Place_Description_AI,Common_Questions,Name_Hindi,Description_Hindi,Name_Marathi
Madhya Pradesh,Indore,Lal Bagh Palace Indore,Palace,Unknown,1.5,4.4,120.0,Yes,Open All Days,Historical,Yes,0.12,October to March,India,Information not available,Devi Ahilya Bai Holkar Airport,Indore Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Johari Bazaar, Bapu Bazaar, Tripolia Bazaar",Ambrai,October to March,Jaipur Special Cuisine,8.9,0.0,0.0,85.0,No,Non-Religious,36,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Indore,Top hotels near Lal Bagh Palace Indore in Indore,"Taxi, Bus, Metro",Indore Metro Station,300,Humid Subtropical,"Light cotton clothes, hat, sunscreen, camera",60,180,Lal Bagh Palace Indore is a famous tourist attraction located in Indore.,4.4,0,10 AM - 1 PM,5,October - March,"Lal Bagh Palace Indore is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Lal Bagh Palace Indore?,Lal Bagh Palace Indore,Lal Bagh Palace Indore Indore में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Lal Bagh Palace Indore
Assam,Sivasagar,Kareng Ghar,Palace,18th Century,1.5,4.5,25.0,No,Open All Days,Multi-storied royal palace reflecting the grand Ahom architecture,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/as16,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Sivasagar Main Market,Sivasagar Famous Restaurant,October to March,Sivasagar Special Cuisine,8.0,0.0,0.0,72.0,No,Non-Religious,36,0,5.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Sivasagar,Top hotels near Kareng Ghar in Sivasagar,"Taxi, Bus, Metro",Sivasagar Metro Station,300,Temperate,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Kareng Ghar is a famous tourist attraction located in Sivasagar.,4.5,0,5 PM - 9 PM,5,October - March,"Kareng Ghar is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Kareng Ghar?,Kareng Ghar,Kareng Ghar Sivasagar में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Kareng Ghar
Delhi,Delhi,Janpath Market,Point of Interest,Unknown,2.0,0.0,0.0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Janpath%20Market%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport (IGI) / Hindon Airport,New Delhi Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8.0,28.7041,77.1025,0.0,Yes,Non-Religious,29,0,1.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Delhi,Top hotels near Janpath Market in Delhi,"Taxi, Bus, Metro",Delhi Metro Station,300,Temperate,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Janpath Market is a famous tourist attraction located in Delhi.,0.0,0,10 AM - 1 PM,5,October - March,"Janpath Market is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Janpath Market?,Janpath Market,Janpath Market Delhi में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Janpath Market
Gujarat,Bharuch,Statue of Unity,Landmark,2018,5.0,4.6,380.0,Yes,Monday,World's tallest statue of Sardar Vallabhbhai Patel,Yes,1.5,All,India,http://googleusercontent.com/maps.google.com/gj29,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Bharuch Main Market,Bharuch Famous Restaurant,October to March,Bharuch Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,2,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Bharuch,Top hotels near Statue of Unity in Bharuch,"Taxi, Bus, Metro",Bharuch Metro Station,300,Temperate,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Statue of Unity is a famous tourist attraction located in Bharuch.,4.6,0,10 AM - 1 PM,5,October - March,"Statue of Unity is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Statue of Unity?,Statue of Unity,Statue of Unity Bharuch में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Statue of Unity
Delhi,Delhi,Fatehpuri Masjid,Point of Interest,Unknown,2.0,0.0,0.0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Fatehpuri%20Masjid%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport (IGI) / Hindon Airport,New Delhi Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8.0,28.7041,77.1025,0.0,Yes,Non-Religious,29,0,1.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Delhi,Top hotels near Fatehpuri Masjid in Delhi,"Taxi, Bus, Metro",Delhi Metro Station,300,Coastal Tropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Fatehpuri Masjid is a famous tourist attraction located in Delhi.,0.0,0,11 AM - 4 PM,5,November - February,"Fatehpuri Masjid is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Fatehpuri Masjid?,Fatehpuri Masjid,Fatehpuri Masjid Delhi में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Fatehpuri Masjid
Rajasthan,Ranthambore,Ranthambore National Park,Wildlife,Ancient,2.0,4.5,200.0,Unknown,Unknown,Famous for Ranthambore National Park and tiger reserve,Unknown,0.095,October to March,India,Information not available,Jaipur International Airport,Sawai Madhopur Railway Station,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,8.0,0.0,0.0,80.0,Unknown,Unknown,92,2,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Ranthambore,Top hotels near Ranthambore National Park in Ranthambore,"Taxi, Bus, Metro",Ranthambore Metro Station,300,Humid Subtropical,"Light cotton clothes, hat, sunscreen, camera",60,180,Ranthambore National Park is a famous tourist attraction located in Ranthambore.,4.5,0,10 AM - 1 PM,5,November - February,"Ranthambore National Park is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Ranthambore National Park?,Ranthambore National Park,Ranthambore National Park Ranthambore में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Ranthambore National Park
Rajasthan,Pali,Ranakpur Jain Temple,Temple,1437,2.0,4.8,200.0,No,Open All Days,Masterpiece of Jain architecture with 1444 pillars,Yes,0.1,Morning,India,https://maps.app.goo.gl/ranakpur,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Pali Main Market,Pali Famous Restaurant,October to March,Pali Special Cuisine,8.0,0.0,0.0,77.0,No,Religious Heritage,3,1,5.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Pali,Top hotels near Ranakpur Jain Temple in Pali,"Taxi, Bus, Metro",Pali Metro Station,300,Semi-Arid,"Sunglasses, cap, sunscreen, portable charger",60,180,Ranakpur Jain Temple is a famous tourist attraction located in Pali.,4.8,0,11 AM - 4 PM,5,September - February,"Ranakpur Jain Temple is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Ranakpur Jain Temple?,Ranakpur Jain Temple,Ranakpur Jain Temple Pali में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Ranakpur Jain Temple
Madhya Pradesh,Gwalior,Sas Bahu Temples,Temple,Unknown,1.0,4.7,0.0,Yes,Open All Days,Religious,No,0.205,October to March,India,Information not available,Gwalior Airport,Gwalior Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Ahdoos,October to March,Mumbai Special Cuisine,8.9,0.0,0.0,85.0,No,Religious Heritage,3,1,5.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Gwalior,Top hotels near Sas Bahu Temples in Gwalior,"Taxi, Bus, Metro",Gwalior Metro Station,300,Tropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Sas Bahu Temples is a famous tourist attraction located in Gwalior.,4.7,0,10 AM - 1 PM,5,November - February,"Sas Bahu Temples is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Sas Bahu Temples?,Sas Bahu Temples,Sas Bahu Temples Gwalior में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Sas Bahu Temples
Haryana,Panipat,Kabuli Bagh Mosque,Monument,Unknown,1.0,4.5,40.0,Yes,Open All Days,Historical,Yes,0.45,October to March,India,Information not available,Indira Gandhi International Airport,Panipat Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Bademiya,October to March,Mumbai Special Cuisine,8.4,0.0,0.0,78.0,Yes,Non-Religious,27,0,8.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Panipat,Top hotels near Kabuli Bagh Mosque in Panipat,"Taxi, Bus, Metro",Panipat Metro Station,300,Temperate,"Light cotton clothes, hat, sunscreen, camera",60,180,Kabuli Bagh Mosque is a famous tourist attraction located in Panipat.,4.5,0,11 AM - 4 PM,5,October - March,"Kabuli Bagh Mosque is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Kabuli Bagh Mosque?,Kabuli Bagh Mosque,Kabuli Bagh Mosque Panipat में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Kabuli Bagh Mosque
Delhi,Delhi,Waste to Wonder Park,Theme Park,2019,2.0,4.1,50.0,Yes,Monday,Environmental,Yes,0.27,Evening,India,https://www.google.com/maps/search/?api=1&query=Waste%20to%20Wonder%20Park%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport (IGI) / Hindon Airport,New Delhi Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8.0,28.7041,77.1025,66.0,Yes,Non-Religious,23,0,8.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Delhi,Top hotels near Waste to Wonder Park in Delhi,"Taxi, Bus, Metro",Delhi Metro Station,300,Tropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Waste to Wonder Park is a famous tourist attraction located in Delhi.,4.1,0,11 AM - 4 PM,5,October - March,"Waste to Wonder Park is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Waste to Wonder Park?,Waste to Wonder Park,Waste to Wonder Park Delhi में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Waste to Wonder Park
Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,1.5,4.4,15.0,Yes,Open All Days,Historical,Yes,0.25,All,India,https://www.google.com/maps/search/?api=1&query=Jhansi%20Fort%2C%20Jhansi%2C%20Uttar%20Pradesh%2C%20India,Gwalior Airport,Jhansi Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Jhansi Main Market,Jhansi Famous Restaurant,October to March,Jhansi Special Cuisine,8.0,0.0,0.0,70.0,No,Non-Religious,6,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Jhansi,Top hotels near Jhansi Fort in Jhansi,"Taxi, Bus, Metro",Jhansi Metro Station,300,Semi-Arid,"Light cotton clothes, hat, sunscreen, camera",60,180,Jhansi Fort is a famous tourist attraction located in Jhansi.,4.4,0,5 PM - 9 PM,5,November - February,"Jhansi Fort is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Jhansi Fort?,Jhansi Fort,Jhansi Fort Jhansi में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Jhansi Fort
Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1.0,4.8,0.0,Yes,Open All Days,Religious,Yes,1.05,All,India,https://www.google.com/maps/search/?api=1&query=Gurudwara%20Bangla%20Sahib%2C%20New%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport (IGI) / Hindon Airport,New Delhi Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Chandni Chowk,Karim's,October to March,New Delhi Special Cuisine,8.0,0.0,0.0,77.0,No,Religious Heritage,19,1,5.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in New Delhi,Top hotels near Gurudwara Bangla Sahib in New Delhi,"Taxi, Bus, Metro",New Delhi Metro Station,300,Humid Subtropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Gurudwara Bangla Sahib is a famous tourist attraction located in New Delhi.,4.8,0,5 PM - 9 PM,5,October - March,"Gurudwara Bangla Sahib is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Gurudwara Bangla Sahib?,Gurudwara Bangla Sahib,Gurudwara Bangla Sahib New Delhi में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Gurudwara Bangla Sahib
Maharashtra,Satara,Kaas Plateau,Valley,Unknown,2.0,4.4,300.0,No,Open All Days,Nature,Yes,0.05,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Kaas%20Plateau%2C%20Satara%2C%20Maharashtra%2C%20India,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Satara Main Market,Satara Famous Restaurant,October to March,Satara Special Cuisine,8.0,0.0,0.0,70.0,No,Non-Religious,40,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Satara,Top hotels near Kaas Plateau in Satara,"Taxi, Bus, Metro",Satara Metro Station,300,Humid Subtropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Kaas Plateau is a famous tourist attraction located in Satara.,4.4,0,11 AM - 4 PM,5,September - February,"Kaas Plateau is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Kaas Plateau?,Kaas Plateau,Kaas Plateau Satara में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Kaas Plateau
Uttar Pradesh,Agra,Itmad-ud-Daula,Historical Site,1628,1.5,4.5,30.0,Yes,Open All Days,"Often called the ""Baby Taj"", a tomb built for Mirza Ghiyas Beg",Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/up1,Agra Airport,Agra Cantt Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Sadar Bazaar,Pinch of Spice,October to March,Agra Special Cuisine,8.0,27.17,78.0,72.0,No,Non-Religious,81,0,5.0,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Agra,Top hotels near Itmad-ud-Daula in Agra,"Taxi, Bus, Metro",Agra Metro Station,300,Temperate,"Comfortable shoes, light jacket, water bottle",60,180,Itmad-ud-Daula is a famous tourist attraction located in Agra.,4.5,0,11 AM - 4 PM,5,October - March,"Itmad-ud-Daula is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Itmad-ud-Daula?,Itmad-ud-Daula,Itmad-ud-Daula Agra में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Itmad-ud-Daula
Mizoram,Champhai,Murlen National Park,National Park,1991,5.0,4.3,50.0,No,Open All Days,Dense forest area famous for birds and subtropical fauna,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/mz9,Lengpui Airport,Silchar Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Champhai Main Market,Champhai Famous Restaurant,October to March,Champhai Special Cuisine,8.0,0.0,0.0,69.0,No,Non-Religious,17,0,4.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Champhai,Top hotels near Murlen National Park in Champhai,"Taxi, Bus, Metro",Champhai Metro Station,300,Humid Subtropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Murlen National Park is a famous tourist attraction located in Champhai.,4.3,0,11 AM - 4 PM,5,September - February,"Murlen National Park is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Murlen National Park?,Murlen National Park,Murlen National Park Champhai में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Murlen National Park
West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3.0,4.4,250.0,Yes,Open All Days,Wildlife,Yes,0.035,All,India,https://www.google.com/maps/search/?api=1&query=Jaldapara%20National%20Park%2C%20Siliguri%2C%20West%20Bengal%2C%20India,Bagdogra Airport,New Jalpaiguri Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Siliguri Main Market,Siliguri Famous Restaurant,October to March,Siliguri Special Cuisine,8.0,0.0,0.0,70.0,No,Non-Religious,16,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Siliguri,Top hotels near Jaldapara National Park in Siliguri,"Taxi, Bus, Metro",Siliguri Metro Station,300,Temperate,"Comfortable shoes, light jacket, water bottle",60,180,Jaldapara National Park is a famous tourist attraction located in Siliguri.,4.4,0,5 PM - 9 PM,5,September - February,"Jaldapara National Park is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Jaldapara National Park?,Jaldapara National Park,Jaldapara National Park Siliguri में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Jaldapara National Park
Karnataka,Coorg,Dubare Elephant Camp,Wildlife,Ancient,2.0,4.5,200.0,Unknown,Unknown,Famous for Ranthambore National Park and tiger reserve,Unknown,0.095,October to March,India,Information not available,Kannur International Airport,Mysuru Junction,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,9.0,0.0,0.0,85.0,Unknown,Unknown,92,2,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Coorg,Top hotels near Dubare Elephant Camp in Coorg,"Taxi, Bus, Metro",Coorg Metro Station,300,Humid Subtropical,"Comfortable walking shoes, sunscreen, water bottle, sunglasses",60,180,Dubare Elephant Camp is a famous tourist attraction located in Coorg.,4.5,0,10 AM - 1 PM,5,November - February,"Dubare Elephant Camp is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Dubare Elephant Camp?,Dubare Elephant Camp,Dubare Elephant Camp Coorg में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Dubare Elephant Camp
West Bengal,Darjeeling,Rock Garden (Darjeeling),Garden,Unknown,1.5,4.4,20.0,No,Open All Days,Terraced garden with waterfalls and rock-cut structures,Yes,0.05,Afternoon,India,http://googleusercontent.com/maps.google.com/wb13,Bagdogra Airport,New Jalpaiguri Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Darjeeling Main Market,Darjeeling Famous Restaurant,October to March,Darjeeling Special Cuisine,8.0,0.0,0.0,70.0,No,Non-Religious,79,0,4.8,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Darjeeling,Top hotels near Rock Garden (Darjeeling) in Darjeeling,"Taxi, Bus, Metro",Darjeeling Metro Station,300,Temperate,"Comfortable shoes, light jacket, water bottle",60,180,Rock Garden (Darjeeling) is a famous tourist attraction located in Darjeeling.,4.4,0,5 PM - 9 PM,5,September - February,"Rock Garden (Darjeeling) is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Rock Garden (Darjeeling)?,Rock Garden (Darjeeling),Rock Garden (Darjeeling) Darjeeling में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Rock Garden (Darjeeling)
Goa,Goa,Chapora Fort,Fort,1617,1.0,4.2,0.0,Yes,Open All Days,Historical,Yes,0.19,Evening,India,https://www.google.com/maps/search/?api=1&query=Chapora%20Fort%2C%20Goa%2C%20Goa%2C%20India,Dabolim Airport / Manohar International Airport (Mopa),Madgaon Junction / Karmali / Thivivm,"₹1,200 - ₹2,000",₹400 - ₹600,"Seafood, Bibinca, Feni, Cashews","Carry sunscreen, avoid peak sun (12-3 PM), keep cash handy for shacks.",Morning,North Goa,History / Views,Budget,No,2.0,No,No,No,0.0,"Anjuna Flea Market, Mapusa Market, Calangute Market",Brittos,October to March,Goa Special Cuisine,8.0,15.2993,74.124,67.0,Yes,Non-Religious,6,0,8.4,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Goa,Top hotels near Chapora Fort in Goa,"Taxi, Bus, Metro",Goa Metro Station,300,Humid Subtropical,"Comfortable shoes, light jacket, water bottle",60,180,Chapora Fort is a famous tourist attraction located in Goa.,4.2,0,11 AM - 4 PM,5,October - March,"Chapora Fort is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Chapora Fort?,Chapora Fort,Chapora Fort Goa में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Chapora Fort
Karnataka,Coorg,Raja's Seat,Scenic Viewpoint,Ancient,2.0,4.5,0.0,Unknown,Unknown,Unknown,Unknown,0.095,October to March,India,Information not available,Kannur International Airport,Mysuru Junction,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,9.0,0.0,0.0,85.0,Unknown,Unknown,103,2,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Coorg,Top hotels near Raja's Seat in Coorg,"Taxi, Bus, Metro",Coorg Metro Station,300,Tropical,"Comfortable shoes, light jacket, water bottle",60,180,Raja's Seat is a famous tourist attraction located in Coorg.,4.5,0,10 AM - 1 PM,5,October - March,"Raja's Seat is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Raja's Seat?,Raja's Seat,Raja's Seat Coorg में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Raja's Seat
Gujarat,Somnath,Somnath Beach,Beach,Ancient,2.0,4.5,0.0,Yes,Open All Days,Scenic,Yes,0.1,October to March,India,Information not available,Diu Airport,Veraval Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Medium,No,2.0,No,Yes,Yes,1000.0,"Anjuna Flea Market, Mapusa Market, Calangute Market",Brittos,October to March,Goa Special Cuisine,8.0,0.0,0.0,80.0,No,Non-Religious,1,0,5.2,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Somnath,Top hotels near Somnath Beach in Somnath,"Taxi, Bus, Metro",Somnath Metro Station,300,Humid Subtropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Somnath Beach is a famous tourist attraction located in Somnath.,4.5,0,11 AM - 4 PM,5,November - February,"Somnath Beach is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Somnath Beach?,Somnath Beach,Somnath Beach Somnath में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Somnath Beach
Haryana,Hisar,Firoz Shah Palace Complex,Monument,Unknown,1.0,4.5,40.0,Yes,Open All Days,Historical,Yes,0.45,October to March,India,Information not available,Hisar Airport,Hisar Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Medium,No,2.0,No,No,No,0.0,"Crawford Market, Colaba Causeway, Linking Road",Bademiya,October to March,Mumbai Special Cuisine,8.4,0.0,0.0,78.0,Yes,Non-Religious,27,0,8.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Hisar,Top hotels near Firoz Shah Palace Complex in Hisar,"Taxi, Bus, Metro",Hisar Metro Station,300,Coastal Tropical,"Sunglasses, cap, sunscreen, portable charger",60,180,Firoz Shah Palace Complex is a famous tourist attraction located in Hisar.,4.5,0,11 AM - 4 PM,5,October - March,"Firoz Shah Palace Complex is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Firoz Shah Palace Complex?,Firoz Shah Palace Complex,Firoz Shah Palace Complex Hisar में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Firoz Shah Palace Complex
Ladakh,Kargil,Kargil War Memorial,War Memorial,Unknown,1.0,4.8,0.0,No,Open All Days,Historical,Yes,0.011,All,India,https://www.google.com/maps/search/?api=1&query=Kargil%20War%20Memorial%2C%20Kargil%2C%20Ladakh%2C%20India,Leh Airport,Srinagar Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Leh Market,Tibetan Kitchen,October to March,Kargil Special Cuisine,8.0,0.0,0.0,77.0,No,Non-Religious,11,0,5.6,https://source.unsplash.com/featured/?tourist-attraction,Popular restaurants in Kargil,Top hotels near Kargil War Memorial in Kargil,"Taxi, Bus, Metro",Kargil Metro Station,300,Semi-Arid,"Sunglasses, cap, sunscreen, portable charger",60,180,Kargil War Memorial is a famous tourist attraction located in Kargil.,4.8,0,10 AM - 1 PM,5,October - March,"Kargil War Memorial is known for its cultural importance, scenic surroundings, and unique travel experience for visitors.",What is the best time to visit Kargil War Memorial?,Kargil War Memorial,Kargil War Memorial Kargil में स्थित एक प्रसिद्ध पर्यटन स्थल है।,Kargil War Memorial
