State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station
Goa,Panaji,Goa State Museum,Museum,1977,2.0,4.3,0,Yes,Monday,Museum preserving the history and art of Goa,No,0.03,Morning,India,http://googleusercontent.com/maps.google.com/ga19,Dabolim Airport / Manohar Intl Airport,Karmali Railway Station
Goa,Old Goa,Museum of Christian Art,Museum,1994,1.0,4.5,100,Yes,,Unique museum showcasing Indo-Portuguese Christian art,No,0.02,Morning,India,http://googleusercontent.com/maps.google.com/ga20,Old Goa Airport,Old Goa Railway Station
Goa,Margao,Majorda Beach,Beach,Unknown,2.0,4.6,0,No,,Vibrant beach famous for Goan toddy and baked goods,Yes,0.12,Evening,India,http://googleusercontent.com/maps.google.com/ga21,Margao Airport,Margao Railway Station
Goa,Arpora,Saturday Night Market,Market,Unknown,3.0,4.5,0,Yes,Sunday-Friday,"Lively night market with food, music, and shopping",Yes,0.15,Night,India,http://googleusercontent.com/maps.google.com/ga22,Arpora Airport,Arpora Railway Station
Kerala,Munnar,Eravikulam National Park,National Park,1978,3.0,4.5,125,No,,Home to the endangered Nilgiri Tahr,Yes,0.25,Morning,India,http://googleusercontent.com/maps.google.com/kl1,Cochin International Airport,Aluva Railway Station
Kerala,Munnar,Mattupetty Dam,Dam,1953,1.5,4.4,10,No,,Storage masonry dam with boating facilities,Yes,0.15,Afternoon,India,http://googleusercontent.com/maps.google.com/kl2,Cochin International Airport,Aluva Railway Station
Kerala,Kochi,Mattancherry Palace,Palace,1555,1.0,4.2,5,Yes,Friday,"Also known as Dutch Palace, famous for Murals",No,0.1,Morning,India,http://googleusercontent.com/maps.google.com/kl3,Cochin International Airport,Ernakulam Junction (ERS)
Kerala,Kochi,Paradesi Synagogue,Religious Site,1568,0.5,4.4,5,Yes,Saturday,Oldest active synagogue in the Commonwealth,No,0.05,Morning,India,http://googleusercontent.com/maps.google.com/kl4,Cochin International Airport,Ernakulam Junction (ERS)
Kerala,Kochi,Chinese Fishing Nets,Landmark,14th Century,0.5,4.3,0,Yes,,Iconic shore-operated lift nets from the Yuan dynasty,Yes,0.2,Evening,India,http://googleusercontent.com/maps.google.com/kl5,Cochin International Airport,Ernakulam Junction (ERS)
Kerala,Athirappilly,Athirappilly Waterfalls,Waterfall,Unknown,2.0,4.6,50,Yes,,"Largest waterfall in Kerala, ""Niagara of India""",Yes,0.4,Morning,India,http://googleusercontent.com/maps.google.com/kl6,Athirappilly Airport,Athirappilly Railway Station
Kerala,Wayanad,Edakkal Caves,Cave,6000 BCE,2.5,4.5,50,No,Monday,Prehistoric rock carvings from the Neolithic era,Yes,0.12,Morning,India,http://googleusercontent.com/maps.google.com/kl7,Wayanad Airport,Wayanad Railway Station
Kerala,Wayanad,Banasura Sagar Dam,Dam,1979,1.5,4.5,20,No,,Largest earthen dam in India,Yes,0.18,Afternoon,India,http://googleusercontent.com/maps.google.com/kl8,Wayanad Airport,Wayanad Railway Station
Kerala,Kollam,Jatayu Earth's Center,Landmark,2018,4.0,4.6,400,Yes,,World's largest bird sculpture and adventure park,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/kl9,Kollam Airport,Kollam Railway Station
Kerala,Guruvayur,Guruvayur Temple,Temple,Ancient,2.0,4.8,0,Yes,,Important Hindu temple dedicated to Lord Krishna,No,0.5,Morning,India,http://googleusercontent.com/maps.google.com/kl10,Guruvayur Airport,Guruvayur Railway Station
Kerala,Thrissur,Vadakkunnathan Temple,Temple,Ancient,1.5,4.8,0,Yes,,"Classic Kerala style Shiva temple, UNESCO award site",No,0.1,Morning,India,http://googleusercontent.com/maps.google.com/kl11,Thrissur Airport,Thrissur Railway Station
Kerala,Thiruvananthapuram,Napier Museum,Museum,1855,1.5,4.5,20,Yes,Monday,Indo-Saracenic structure with rare artifacts,No,0.08,Morning,India,http://googleusercontent.com/maps.google.com/kl12,Trivandrum International Airport,Thiruvananthapuram Central
Kerala,Thekkady,Periyar Lake Boating,Lake,Unknown,2.0,4.3,250,No,,Boat safari for wildlife spotting in Periyar,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/kl13,Madurai Airport / Cochin Airport,Kottayam Railway Station
Kerala,Alappuzha,Vembanad Lake,Lake,Unknown,3.0,4.6,0,Yes,,"Longest lake in India, hub for houseboat cruises",Yes,0.1,All,India,http://googleusercontent.com/maps.google.com/kl14,Cochin International Airport,Alappuzha Railway Station
Kerala,Palakkad,Palakkad Fort,Fort,1766,1.0,4.4,0,No,,Well-preserved fort built by Hyder Ali,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/kl15,Palakkad Airport,Palakkad Railway Station
Kerala,Idukki,Idukki Arch Dam,Dam,1973,1.0,4.5,10,No,,One of the highest arch dams in Asia,No,0.04,Afternoon,India,http://googleusercontent.com/maps.google.com/kl16,Idukki Airport,Idukki Railway Station
Kerala,Kumarakom,Vembanad Lake Backwaters,Lake,Unknown,4.0,4.7,0,No,,Scenic backwaters famous for bird watching and boats,Yes,0.08,All,India,http://googleusercontent.com/maps.google.com/kl17,Cochin International Airport,Kottayam Railway Station
Kerala,Vagamon,Pine Forests,Natural Feature,Unknown,1.5,4.4,10,No,,Popular filming location with towering pine trees,Yes,0.06,Afternoon,India,http://googleusercontent.com/maps.google.com/kl18,Vagamon Airport,Vagamon Railway Station
Kerala,Kozhikode,Kappad Beach,Beach,Unknown,1.0,4.5,0,Yes,,Site where Vasco da Gama landed in 1498,Yes,0.04,Evening,India,http://googleusercontent.com/maps.google.com/kl19,Calicut International Airport,Kozhikode Railway Station
Kerala,Wayanad,Soochipara Falls,Waterfall,Unknown,2.0,4.4,50,No,Monday,Three-tiered waterfall surrounded by forests,Yes,0.07,Morning,India,http://googleusercontent.com/maps.google.com/kl20,Wayanad Airport,Wayanad Railway Station
Tamil Nadu,Chennai,Kapaleeshwarar Temple,Temple,7th Century,1.5,4.8,0,Yes,,Ancient Dravidian architecture dedicated to Lord Shiva,No,0.45,Morning,India,http://googleusercontent.com/maps.google.com/tn1,Chennai International Airport,Chennai Central (MAS)
Tamil Nadu,Chennai,Government Museum,Museum,1851,2.5,4.4,15,Yes,Friday,"Second oldest museum in India, famous for bronze collection",Yes,0.12,Morning,India,http://googleusercontent.com/maps.google.com/tn2,Chennai International Airport,Chennai Central (MAS)
Tamil Nadu,Chennai,Edward Elliot's Beach,Beach,Unknown,1.5,4.6,0,Yes,,Popular beach in Besant Nagar with the Schmidt Memorial,Yes,0.8,Evening,India,http://googleusercontent.com/maps.google.com/tn3,Chennai International Airport,Chennai Central (MAS)
Tamil Nadu,Mahabalipuram,Pancha Rathas,Historical Site,7th Century,1.0,4.6,40,Yes,,"Monolithic rock-cut temples, UNESCO site",Yes,0.2,Morning,India,http://googleusercontent.com/maps.google.com/tn4,Mahabalipuram Airport,Mahabalipuram Railway Station
Tamil Nadu,Mahabalipuram,Arjuna's Penance,Historical Site,7th Century,0.5,4.7,40,Yes,,"Massive open-air relief carving, UNESCO site",Yes,0.15,Morning,India,http://googleusercontent.com/maps.google.com/tn5,Mahabalipuram Airport,Mahabalipuram Railway Station
Tamil Nadu,Mahabalipuram,Krishna's Butter Ball,Natural Feature,Ancient,0.5,4.6,40,Yes,,Precariously balanced giant natural granite boulder,Yes,0.25,Afternoon,India,http://googleusercontent.com/maps.google.com/tn6,Mahabalipuram Airport,Mahabalipuram Railway Station
Tamil Nadu,Ooty,Government Botanical Garden,Garden,1848,2.0,4.5,30,No,,Sprawling garden with rare tree species and a fossil tree,Yes,0.6,Morning,India,http://googleusercontent.com/maps.google.com/tn7,Coimbatore International Airport,Udhagamandalam Railway Station (Toy Train)
Tamil Nadu,Ooty,Doddabetta Peak,Natural Feature,Unknown,1.5,4.3,10,No,,Highest mountain in the Nilgiri Hills,Yes,0.4,Morning,India,http://googleusercontent.com/maps.google.com/tn8,Coimbatore International Airport,Udhagamandalam Railway Station (Toy Train)
Tamil Nadu,Ooty,Rose Garden,Garden,1995,1.5,4.4,30,No,,One of the largest rose gardens in India with thousands of varieties,Yes,0.2,Afternoon,India,http://googleusercontent.com/maps.google.com/tn9,Coimbatore International Airport,Udhagamandalam Railway Station (Toy Train)
Tamil Nadu,Kodaikanal,Coaker's Walk,Landmark,1872,1.0,4.5,20,No,,Scenic pedestrian path offering panoramic valley views,Yes,0.25,Morning,India,http://googleusercontent.com/maps.google.com/tn10,Kodaikanal Airport,Kodaikanal Railway Station
Tamil Nadu,Kodaikanal,Bryant Park,Garden,1908,1.5,4.3,30,No,,Botanical garden known for hybrids and annual flower shows,Yes,0.15,Afternoon,India,http://googleusercontent.com/maps.google.com/tn11,Kodaikanal Airport,Kodaikanal Railway Station
Tamil Nadu,Kodaikanal,Silver Cascade Falls,Waterfall,Unknown,0.5,4.1,0,No,,Waterfall formed from the outflow of Kodaikanal Lake,Yes,0.1,Afternoon,India,http://googleusercontent.com/maps.google.com/tn12,Kodaikanal Airport,Kodaikanal Railway Station
Tamil Nadu,Madurai,Thirumalai Nayakkar Mahal,Palace,1636,1.5,4.5,50,Yes,,17th-century palace with Italian-Rajput architecture,Yes,0.2,Afternoon,India,http://googleusercontent.com/maps.google.com/tn13,Madurai Airport,Madurai Junction
Tamil Nadu,Madurai,Gandhi Memorial Museum,Museum,1959,1.5,4.5,0,Yes,Friday,Historical museum dedicated to Mahatma Gandhi,No,0.08,Morning,India,http://googleusercontent.com/maps.google.com/tn14,Madurai Airport,Madurai Junction
Tamil Nadu,Coimbatore,Adiyogi Shiva Statue,Landmark,2017,2.0,4.8,0,Yes,,"World's largest bust sculpture, part of Isha Foundation",Yes,1.5,Evening,India,http://googleusercontent.com/maps.google.com/tn15,Coimbatore International Airport,Coimbatore Junction
Tamil Nadu,Trichy,Rockfort Ucchi Pillayar Temple,Temple,7th Century,2.0,4.7,0,Yes,,Fort and temple complex on a massive ancient rock,No,0.3,Morning,India,http://googleusercontent.com/maps.google.com/tn16,Tiruchirappalli International Airport,Tiruchirappalli Junction
Tamil Nadu,Trichy,Ranganathaswamy Temple,Temple,Ancient,3.0,4.8,0,Yes,,World's largest functioning Hindu temple complex,No,0.6,Morning,India,http://googleusercontent.com/maps.google.com/tn17,Tiruchirappalli International Airport,Tiruchirappalli Junction
Tamil Nadu,Rameswaram,Dhanushkodi Ghost Town,Landmark,Unknown,3.0,4.7,0,No,,Abandoned town at the tip of Pamban Island,Yes,0.18,Morning,India,http://googleusercontent.com/maps.google.com/tn18,Madurai Airport,Rameswaram Railway Station
Tamil Nadu,Kanyakumari,Thiruvalluvar Statue,Landmark,2000,1.0,4.7,0,No,,133-foot tall stone statue of the Tamil poet Valluvar,Yes,0.35,Morning,India,http://googleusercontent.com/maps.google.com/tn19,Trivandrum International Airport,Kanyakumari Railway Station
Tamil Nadu,Tiruvannamalai,Annamalaiyar Temple,Temple,9th Century,2.0,4.8,0,No,,Major temple dedicated to Shiva at the base of Arunachala hill,No,0.4,Morning,India,http://googleusercontent.com/maps.google.com/tn20,Tiruvannamalai Airport,Tiruvannamalai Railway Station
Tamil Nadu,Vellore,Sripuram Golden Temple,Temple,2007,2.5,4.8,0,No,,Stunning temple coated with 1500kg of pure gold,No,0.3,Morning,India,http://googleusercontent.com/maps.google.com/tn21,Vellore Airport,Vellore Railway Station
Tamil Nadu,Dharmapuri,Hogenakkal Falls,Waterfall,Unknown,4.0,4.5,0,No,,"Series of waterfalls on Kaveri river, ""Niagara of India""",Yes,0.12,Morning,India,http://googleusercontent.com/maps.google.com/tn22,Dharmapuri Airport,Dharmapuri Railway Station
Tamil Nadu,Chidambaram,Pichavaram Mangrove Forest,Natural Feature,Unknown,3.0,4.5,50,No,,Second largest mangrove forest in the world with boating,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/tn23,Chidambaram Airport,Chidambaram Railway Station
Tamil Nadu,Vellore,Vellore Fort,Fort,16th Century,2.0,4.4,5,No,,"Historical fort with a temple, mosque, and church",Yes,0.08,Afternoon,India,http://googleusercontent.com/maps.google.com/tn24,Vellore Airport,Vellore Railway Station
Tamil Nadu,Kumbakonam,Airavatesvara Temple,Temple,12th Century,1.5,4.8,0,No,,UNESCO World Heritage site with exquisite stone carvings,Yes,0.06,Morning,India,http://googleusercontent.com/maps.google.com/tn25,Kumbakonam Airport,Kumbakonam Railway Station
Tamil Nadu,Courtallam,Courtallam Main Falls,Waterfall,Unknown,2.0,4.4,0,No,,Famous therapeutic waterfalls in Western Ghats,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/tn26,Courtallam Airport,Courtallam Railway Station
Tamil Nadu,Yelagiri,Punganoor Lake Park,Garden,Unknown,1.5,4.1,10,No,,Man-made lake and park in the Yelagiri hill station,Yes,0.05,Afternoon,India,http://googleusercontent.com/maps.google.com/tn27,Yelagiri Airport,Yelagiri Railway Station
Tamil Nadu,Coonoor,Sim's Park,Garden,1874,1.5,4.4,30,No,,Botanical garden and park in Coonoor with exotic trees,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/tn28,Coonoor Airport,Coonoor Railway Station
Tamil Nadu,Coonoor,Dolphin's Nose,Natural Feature,Unknown,1.0,4.3,0,No,,Viewpoint offering views of Catherine Falls and hills,Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/tn29,Coonoor Airport,Coonoor Railway Station
Tamil Nadu,Pudukkottai,Sittannavasal Caves,Cave,2nd Century BCE,1.5,4.4,25,No,,Jain rock-cut cave complex with ancient murals,Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/tn30,Pudukkottai Airport,Pudukkottai Railway Station
Tamil Nadu,Chettinad,Chettinad Palace,Palace,1912,1.0,4.5,0,No,,Ornate ancestral home reflecting Chettiar architecture,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/tn31,Chettinad Airport,Chettinad Railway Station
Tamil Nadu,Tiruchendur,Tiruchendur Murugan Temple,Temple,Ancient,2.0,4.8,0,No,,Seashore temple dedicated to Lord Murugan,No,0.5,Morning,India,http://googleusercontent.com/maps.google.com/tn32,Tiruchendur Airport,Tiruchendur Railway Station
Tamil Nadu,Pollachi,Aliyar Dam & Park,Dam,1962,2.0,4.3,10,No,,Scenic dam at the foot of Valparai hills,Yes,0.07,Afternoon,India,http://googleusercontent.com/maps.google.com/tn33,Pollachi Airport,Pollachi Railway Station
Karnataka,Mysore,Chamundi Hills,Temple,12th Century,2.0,4.7,0,Yes,,Hilltop temple with a panoramic view of Mysore,Yes,0.5,Morning,India,http://googleusercontent.com/maps.google.com/ka1,Mysore Airport,Mysore Junction
Karnataka,Mysore,Brindavan Gardens,Garden,1932,2.0,4.4,50,Yes,,Famous terrace garden with musical fountains,Yes,0.8,Evening,India,http://googleusercontent.com/maps.google.com/ka2,Mysore Airport,Mysore Junction
Karnataka,Mysore,St. Philomena's Cathedral,Church,1936,1.0,4.6,0,Yes,,One of the tallest cathedrals in India in Neo-Gothic style,Yes,0.15,Morning,India,http://googleusercontent.com/maps.google.com/ka3,Mysore Airport,Mysore Junction
Karnataka,Hampi,Virupaksha Temple,Temple,7th Century,1.5,4.7,5,No,,"Oldest functioning temple in Hampi, dedicated to Shiva",No,0.35,Morning,India,http://googleusercontent.com/maps.google.com/ka4,Jindal Vidyanagar Airport / Hubli Airport,Hosapete Junction
Karnataka,Hampi,Vijaya Vitthala Temple,Temple,15th Century,2.0,4.8,40,No,,Famous for the Stone Chariot and musical pillars,Yes,0.25,Morning,India,http://googleusercontent.com/maps.google.com/ka5,Jindal Vidyanagar Airport / Hubli Airport,Hosapete Junction
Karnataka,Coorg,Raja's Seat,Garden,Unknown,1.0,4.5,10,No,,Scenic viewpoint where kings of Coorg watched sunsets,Yes,0.2,Evening,India,http://googleusercontent.com/maps.google.com/ka6,Kannur Intl Airport / Mangalore Airport,Mysore Junction
Karnataka,Coorg,Namdroling Monastery,Religious Site,1963,1.5,4.8,0,No,,Golden Temple of the Tibetan settlement in Bylakuppe,Yes,0.3,Morning,India,http://googleusercontent.com/maps.google.com/ka7,Kannur Intl Airport / Mangalore Airport,Mysore Junction
Karnataka,Coorg,Talakaveri,Religious Site,Ancient,2.0,4.7,0,No,,Source of the river Kaveri on Brahmagiri hills,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/ka8,Kannur Intl Airport / Mangalore Airport,Mysore Junction
Karnataka,Bangalore,Bannerghatta Biological Park,National Park,1971,4.0,4.2,260,Yes,Tuesday,Famous for Tiger and Lion safari and Butterfly Park,Yes,0.6,Morning,India,http://googleusercontent.com/maps.google.com/ka9,Kempegowda International Airport,KSR Bengaluru City Railway Station
Karnataka,Bangalore,Visvesvaraya Industrial and Technological Museum,Museum,1962,3.0,4.6,75,Yes,Monday,Science museum with interactive exhibits,Yes,0.15,Morning,India,http://googleusercontent.com/maps.google.com/ka10,Kempegowda International Airport,KSR Bengaluru City Railway Station
Karnataka,Belur,Chennakeshava Temple,Temple,1117,2.0,4.8,0,No,,UNESCO site with intricate Hoysala architecture,Yes,0.12,Morning,India,http://googleusercontent.com/maps.google.com/ka11,Mangalore / Bangalore Airport,Shimoga / Hassan Railway Station
Karnataka,Udupi,St. Mary's Island,Natural Feature,Unknown,3.0,4.5,300,No,,Island with unique basaltic rock formations,Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/ka12,Udupi Airport,Udupi Railway Station
Karnataka,Udupi,Krishna Mutt,Temple,13th Century,1.5,4.8,0,No,,Famous temple dedicated to Lord Krishna,No,0.4,Morning,India,http://googleusercontent.com/maps.google.com/ka13,Udupi Airport,Udupi Railway Station
Karnataka,Shravanabelagola,Gommateshwara Statue,Statue,981,2.0,4.7,0,No,,World's tallest monolithic statue of Bahubali,Yes,0.15,Morning,India,http://googleusercontent.com/maps.google.com/ka14,Shravanabelagola Airport,Shravanabelagola Railway Station
Karnataka,Chikmagalur,Baba Budangiri,Religious Site,Ancient,3.0,4.5,0,No,,Sacred mountain known for its shrine and coffee history,Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/ka15,Mangalore Airport,Kadur Railway Station
Karnataka,Dandeli,Kali River Rafting,Natural Feature,Unknown,4.0,4.4,600,No,,Whitewater rafting hub in the Western Ghats,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/ka16,Dandeli Airport,Dandeli Railway Station
Karnataka,Aihole,Durga Temple,Temple,7th Century,1.5,4.6,25,No,,Ancient Chalukyan temple with a unique apsidal shape,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/ka17,Aihole Airport,Aihole Railway Station
Karnataka,Pattadakal,Group of Monuments,Historical Site,7th Century,2.0,4.7,40,No,,UNESCO World Heritage site with early Chalukya temples,Yes,0.06,Morning,India,http://googleusercontent.com/maps.google.com/ka18,Pattadakal Airport,Pattadakal Railway Station
Karnataka,Gokarna,Mahabaleshwar Temple,Temple,4th Century,1.0,4.7,0,No,,Famous Shiva temple where the Atmalinga is located,No,0.15,Morning,India,http://googleusercontent.com/maps.google.com/ka19,Dabolim Airport (Goa),Gokarna Road
Karnataka,Nandi Hills,Tipu's Drop,Landmark,18th Century,2.0,4.4,10,Yes,,Historic cliff point with stunning sunrise views,Yes,0.3,Morning,India,http://googleusercontent.com/maps.google.com/ka20,Nandi Hills Airport,Nandi Hills Railway Station
Karnataka,Chitradurga,Chitradurga Fort,Fort,10th Century,3.0,4.6,25,No,,Massive stone fortress with seven concentric walls,Yes,0.07,Morning,India,http://googleusercontent.com/maps.google.com/ka21,Chitradurga Airport,Chitradurga Railway Station
Karnataka,Bidar,Bidar Fort,Fort,1427,2.0,4.5,0,No,,Bahmani era fort with Persian architectural influences,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/ka22,Bidar Airport,Bidar Railway Station
Karnataka,Kudremukh,Kudremukh National Park,National Park,1987,5.0,4.6,200,No,,Biodiversity hotspot known for its trekking trails,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/ka23,Kudremukh Airport,Kudremukh Railway Station
Karnataka,Agumbe,Sunset View Point,Natural Feature,Unknown,1.0,4.5,0,No,,Famous for sunsets and rainforest research center,Yes,0.02,Evening,India,http://googleusercontent.com/maps.google.com/ka24,Mangalore / Bangalore Airport,Shimoga / Hassan Railway Station
Karnataka,Udupi,Malpe Beach,Beach,Unknown,2.0,4.5,0,No,,Popular beach known for water sports and seafood,Yes,0.15,Evening,India,http://googleusercontent.com/maps.google.com/ka25,Udupi Airport,Udupi Railway Station
Odisha,Bhubaneswar,Udayagiri and Khandagiri Caves,Cave,1st Century BCE,2.0,4.5,25,Yes,,Ancient rock-cut caves with historical inscriptions,Yes,0.15,Morning,India,http://googleusercontent.com/maps.google.com/od1,Biju Patnaik International Airport,Bhubaneswar Railway Station
Odisha,Bhubaneswar,Dhauli Shanti Stupa,Religious Site,1972,1.0,4.7,0,Yes,,Peace Pagoda at the site of the Kalinga War,Yes,0.2,Evening,India,http://googleusercontent.com/maps.google.com/od2,Biju Patnaik International Airport,Bhubaneswar Railway Station
Odisha,Bhubaneswar,Mukteshvara Temple,Temple,950 AD,1.0,4.8,0,Yes,,"Gem of Odisha architecture, dedicated to Lord Shiva",Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/od3,Biju Patnaik International Airport,Bhubaneswar Railway Station
Odisha,Bhubaneswar,Rajarani Temple,Temple,11th Century,1.0,4.6,25,Yes,,Famous for its unique spire and erotic carvings,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/od4,Biju Patnaik International Airport,Bhubaneswar Railway Station
Odisha,Mayurbhanj,Simlipal National Park,National Park,1980,6.0,4.4,100,No,,Tiger reserve and wildlife sanctuary with waterfalls,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/od5,Mayurbhanj Airport,Mayurbhanj Railway Station
Odisha,Kendrapara,Bhitarkanika National Park,National Park,1998,5.0,4.5,40,No,,Famous for saltwater crocodiles and mangroves,Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/od6,Kendrapara Airport,Kendrapara Railway Station
Odisha,Puri,Puri Beach,Beach,Unknown,2.0,4.6,0,No,,"Sacred beach on the Bay of Bengal, famous for sand art",Yes,1.5,Evening,India,http://googleusercontent.com/maps.google.com/od7,Puri Airport,Puri Railway Station
Odisha,Puri,Raghurajpur Artist Village,Landmark,Unknown,2.0,4.7,0,No,,Heritage crafts village famous for Pattachitra paintings,Yes,0.02,Afternoon,India,http://googleusercontent.com/maps.google.com/od8,Puri Airport,Puri Railway Station
Odisha,Ganjam,Gopalpur Beach,Beach,Unknown,2.0,4.4,0,No,,Quiet beach with a historic lighthouse and colonial charm,Yes,0.1,Evening,India,http://googleusercontent.com/maps.google.com/od9,Ganjam Airport,Ganjam Railway Station
Odisha,Cuttack,Odisha Maritime Museum,Museum,2013,2.0,4.5,20,Yes,Monday,Showcases Odisha's rich maritime history,Yes,0.05,Afternoon,India,http://googleusercontent.com/maps.google.com/od10,Cuttack Airport,Cuttack Railway Station
Odisha,Jajpur,Ratnagiri Buddhist Excavations,Historical Site,5th Century,2.0,4.7,25,No,,Major Buddhist monastery and stupa site,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/od11,Jajpur Airport,Jajpur Railway Station
Odisha,Koraput,Deomali Peak,Natural Feature,Unknown,3.0,4.6,0,No,,"Highest mountain peak in Odisha, great for trekking",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/od12,Koraput Airport,Koraput Railway Station
Odisha,Sambalpur,Debrigarh Wildlife Sanctuary,Wildlife Sanctuary,1985,4.0,4.4,40,No,,Sanctuary located on the banks of Hirakud Reservoir,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/od13,Sambalpur Airport,Sambalpur Railway Station
Odisha,Balasore,Panchalingeswar Temple,Temple,Ancient,2.0,4.6,0,No,,Temple with five Shiva Lingas in a perennial stream,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/od14,Balasore Airport,Balasore Railway Station
Odisha,Rayagada,Majhigahani Temple,Temple,Unknown,1.0,4.7,0,No,,Famous temple dedicated to Goddess Majhigahani,No,0.04,Morning,India,http://googleusercontent.com/maps.google.com/od15,Rayagada Airport,Rayagada Railway Station
Odisha,Bargarh,Gandhamardan Hills,Natural Feature,Ancient,4.0,4.5,0,No,,Ayurvedic paradise mentioned in Ramayana,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/od16,Bargarh Airport,Bargarh Railway Station
Puducherry,Puducherry,Sri Aurobindo Ashram,Religious Site,1926,1.5,4.7,0,Yes,,Spiritual community founded by Sri Aurobindo,No,0.2,Morning,India,http://googleusercontent.com/maps.google.com/pon1,Puducherry Airport,Puducherry Railway Station
Puducherry,Puducherry,Basilica of the Sacred Heart of Jesus,Church,1907,1.0,4.7,0,Yes,,Gothic architecture and stained glass panels,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/pon2,Puducherry Airport,Puducherry Railway Station
Puducherry,Puducherry,Immaculate Conception Cathedral,Church,1791,1.0,4.6,0,Yes,,Mother church of the Roman Catholic Archdiocese,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/pon3,Puducherry Airport,Puducherry Railway Station
Puducherry,Puducherry,Manakula Vinayagar Temple,Temple,Ancient,1.0,4.8,0,Yes,,Ancient temple dedicated to Lord Ganesha,No,0.15,Morning,India,http://googleusercontent.com/maps.google.com/pon4,Puducherry Airport,Puducherry Railway Station
Puducherry,Puducherry,French Quarter (White Town),Landmark,18th Century,2.0,4.6,0,Yes,,Colonial neighborhood with yellow buildings and bougainvillea,Yes,0.1,Evening,India,http://googleusercontent.com/maps.google.com/pon5,Puducherry Airport,Puducherry Railway Station
Puducherry,Puducherry,Serenity Beach,Beach,Unknown,2.0,4.4,0,Yes,,Scenic beach known for surfing and golden sand,Yes,0.08,Evening,India,http://googleusercontent.com/maps.google.com/pon6,Puducherry Airport,Puducherry Railway Station
Puducherry,Puducherry,Auroville Beach,Beach,Unknown,1.5,4.3,0,Yes,,Popular beach near Auroville with shallow waters,Yes,0.06,Evening,India,http://googleusercontent.com/maps.google.com/pon7,Puducherry Airport,Puducherry Railway Station
Puducherry,Puducherry,Pondicherry Museum,Museum,Unknown,1.5,4.3,10,Yes,Monday,Artifacts from the French era and Chola bronze,No,0.02,Morning,India,http://googleusercontent.com/maps.google.com/pon8,Puducherry Airport,Puducherry Railway Station
Puducherry,Puducherry,Chunnambar Boat House,Landmark,Unknown,3.0,4.1,30,Yes,,Gateway to Paradise Beach with boating facilities,Yes,0.07,Afternoon,India,http://googleusercontent.com/maps.google.com/pon9,Puducherry Airport,Puducherry Railway Station
Puducherry,Puducherry,Botanical Garden,Garden,1826,1.5,4.2,20,Yes,,Old garden with rare species and a toy train,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/pon10,Puducherry Airport,Puducherry Railway Station
Andaman and Nicobar Islands,Ross Island,Netaji Subhash Chandra Bose Island,Landmark,18th Century,3.0,4.7,50,Yes,Wednesday,Ruins of British headquarters and scenic deer park,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/an1,Veer Savarkar International Airport (via Port Blair),None (Sea Access)
Andaman and Nicobar Islands,Havelock Island,Elephant Beach,Beach,Unknown,4.0,4.6,0,No,,Famous for coral reefs and water sports like snorkeling,Yes,0.2,Morning,India,http://googleusercontent.com/maps.google.com/an2,Veer Savarkar International Airport (via Ferry),None (Sea Access)
Andaman and Nicobar Islands,Havelock Island,Kalapathar Beach,Beach,Unknown,1.5,4.5,0,No,,Stunning beach with black rocks and turquoise water,Yes,0.08,Morning,India,http://googleusercontent.com/maps.google.com/an3,Veer Savarkar International Airport (via Ferry),None (Sea Access)
