State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10),Place_Image_URL,Nearby_Restaurants,Nearby_Hotels,Local_Transport_Options,Nearest_Metro_Station,Avg_Local_Transport_Cost,Climate_Type,Packing_Suggestions,Recommended_Duration_Min,Recommended_Duration_Max,Short_Description,User_Rating_Avg,User_Rating_Count,Peak_Hours,Crowd_Level,Best_Visit_Time,Place_Description_AI,Common_Questions,Name_Hindi,Description_Hindi,Name_Marathi
Uttar Pradesh,Lucknow,Janeshwar Mishra Park,Garden,2014,2.0,4.6,10.0,Yes,Open All Days,"One of the largest parks in Asia, themed on eco-tourism",Yes,0.12,Evening,India,http://googleusercontent.com/maps.google.com/up32,Chaudhary Charan Singh International Airport,Lucknow Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Aminabad,Tunday Kababi,October to March,Lucknow Special Cuisine,8.0,26.84,80.94,74.0,No,Non-Religious,79,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Uttar Pradesh,Lucknow,Hazratganj,Landmark,1827,2.0,4.5,0.0,Yes,Open All Days,The Victorian-style main shopping street of Lucknow,Yes,0.2,Evening,India,http://googleusercontent.com/maps.google.com/up33,Chaudhary Charan Singh International Airport,Lucknow Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Aminabad,Tunday Kababi,October to March,Lucknow Special Cuisine,8.0,26.84,80.94,72.0,No,Non-Religious,2,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,
Uttar Pradesh,Prayagraj,Alfred Park (Azad Park),Landmark,1870,1.5,4.5,5.0,Yes,Open All Days,Site where Chandra Shekhar Azad attained martyrdom,Yes,0.07,Morning,India,http://googleusercontent.com/maps.google.com/up34,Prayagraj Airport,Prayagraj Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Sadar Bazaar,Pinch of Spice,October to March,Prayagraj Special Cuisine,8.0,0.0,0.0,72.0,No,Non-Religious,2,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,
Uttar Pradesh,Prayagraj,All Saints Cathedral,Church,1887,1.0,4.6,0.0,Yes,Open All Days,"Gothic style Anglican cathedral, known as Patthar Girja",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/up35,Prayagraj Airport,Prayagraj Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Sadar Bazaar,Pinch of Spice,October to March,Prayagraj Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,31,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Uttar Pradesh,Bithoor,Brahmavart Ghat,Landmark,Unknown,1.5,4.5,0.0,Yes,Open All Days,Sacred ghat where Lord Brahma is believed to have performed penance,Yes,0.03,Morning,India,http://googleusercontent.com/maps.google.com/up36,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Bithoor Main Market,Bithoor Famous Restaurant,October to March,Bithoor Special Cuisine,8.0,0.0,0.0,72.0,No,Non-Religious,2,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,
Uttar Pradesh,Chunar,Chunar Fort,Fort,1029,2.5,4.3,0.0,Yes,Open All Days,"Historic fort overlooking the Ganges, linked to Vikramaditya",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/up37,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Chunar Main Market,Chunar Famous Restaurant,October to March,Chunar Special Cuisine,8.0,0.0,0.0,69.0,No,Non-Religious,6,0,4.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.3,0,,5,,,,,,
Uttar Pradesh,Kalinjar,Kalinjar Fort,Fort,Unknown,3.0,4.6,25.0,No,Open All Days,Strategic hill fort known for the Nilkanth Temple carvings,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/up38,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kalinjar Main Market,Kalinjar Famous Restaurant,October to March,Kalinjar Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,6,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Uttar Pradesh,Deogarh,Dashavatara Temple,Temple,6th Century,1.5,4.6,25.0,No,Open All Days,One of the earliest Gupta Hindu temples in North India,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/up39,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Deogarh Main Market,Deogarh Famous Restaurant,October to March,Deogarh Special Cuisine,8.0,0.0,0.0,74.0,No,Religious Heritage,3,1,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Uttar Pradesh,Ayodhya,Sarayu River Ghats,Landmark,Unknown,1.5,4.7,0.0,Yes,Open All Days,"Sacred ghats along the Sarayu river, center of Deepotsav",Yes,0.1,Evening,India,http://googleusercontent.com/maps.google.com/up40,Maharishi Valmiki International Airport,Ayodhya Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Ayodhya Main Market,Ayodhya Famous Restaurant,October to March,Ayodhya Special Cuisine,8.0,0.0,0.0,75.0,No,Non-Religious,2,0,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,
Uttar Pradesh,Lucknow,Dilkusha Kothi,Historical Site,1800,1.0,4.4,0.0,Yes,Open All Days,Ruined 18th-century palace in the English baroque style,Yes,0.03,Evening,India,http://googleusercontent.com/maps.google.com/up41,Chaudhary Charan Singh International Airport,Lucknow Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Aminabad,Tunday Kababi,October to March,Lucknow Special Cuisine,8.0,26.84,80.94,70.0,No,Non-Religious,81,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,
Uttar Pradesh,Sankissa,Elephant Pillar,Historical Site,Unknown,1.0,4.3,0.0,No,Open All Days,Buddhist pilgrimage site where Buddha is said to have descended from heaven,Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/up42,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Sankissa Main Market,Sankissa Famous Restaurant,October to March,Sankissa Special Cuisine,8.0,0.0,0.0,69.0,No,Non-Religious,81,0,4.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.3,0,,5,,,,,,
Haryana,Gurugram,Sultanpur National Park,National Park,1991,3.0,4.4,5.0,Yes,Tuesday,Bird sanctuary home to migratory birds in winter,Yes,0.15,Morning,India,http://googleusercontent.com/maps.google.com/hr1,Indira Gandhi International Airport,Gurgaon Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Gurugram Main Market,Gurugram Famous Restaurant,October to March,Gurugram Special Cuisine,8.0,0.0,0.0,70.0,No,Non-Religious,17,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,
Haryana,Gurugram,Damdama Lake,Lake,Ancient,4.0,4.2,0.0,Yes,Open All Days,Scenic lake popular for boating and adventure activities,Yes,0.12,Morning,India,http://googleusercontent.com/maps.google.com/hr2,Indira Gandhi International Airport,Gurgaon Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Gurugram Main Market,Gurugram Famous Restaurant,October to March,Gurugram Special Cuisine,8.0,0.0,0.0,67.0,No,Non-Religious,34,0,4.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.2,0,,5,,,,,,
Haryana,Faridabad,Surajkund,Landmark,10th Century,2.0,4.3,0.0,Yes,Open All Days,Ancient reservoir and venue for the famous International Crafts Mela,Yes,0.2,Morning,India,http://googleusercontent.com/maps.google.com/hr3,Indira Gandhi International Airport,Faridabad Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Faridabad Main Market,Faridabad Famous Restaurant,October to March,Faridabad Special Cuisine,8.0,0.0,0.0,69.0,No,Non-Religious,2,0,4.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.3,0,,5,,,,,,
Haryana,Kurukshetra,Brahma Sarovar,Religious Site,Unknown,2.0,4.8,0.0,No,Open All Days,Sacred water tank believed to be created by Lord Brahma,Yes,0.5,Evening,India,http://googleusercontent.com/maps.google.com/hr4,Chandigarh International Airport,Kurukshetra Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kurukshetra Main Market,Kurukshetra Famous Restaurant,October to March,Kurukshetra Special Cuisine,8.0,0.0,0.0,77.0,No,Non-Religious,61,0,5.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.8,0,,5,,,,,,
Haryana,Kurukshetra,Jyotisar,Religious Site,Unknown,1.5,4.7,0.0,No,Open All Days,Birthplace of the Bhagavad Gita under a holy Banyan tree,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/hr5,Chandigarh International Airport,Kurukshetra Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kurukshetra Main Market,Kurukshetra Famous Restaurant,October to March,Kurukshetra Special Cuisine,8.0,0.0,0.0,75.0,No,Non-Religious,61,0,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,
Haryana,Kurukshetra,Sheikh Chilli's Tomb,Historical Site,17th Century,1.0,4.5,25.0,No,Open All Days,Beautiful tomb of a Sufi saint with Persian architecture,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/hr6,Chandigarh International Airport,Kurukshetra Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kurukshetra Main Market,Kurukshetra Famous Restaurant,October to March,Kurukshetra Special Cuisine,8.0,0.0,0.0,72.0,No,Non-Religious,81,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,
Haryana,Kurukshetra,Panorama and Science Centre,Museum,2001,2.0,4.6,30.0,No,Monday,Features a 360-degree painting of the Mahabharata war,No,0.08,Morning,India,http://googleusercontent.com/maps.google.com/hr7,Chandigarh International Airport,Kurukshetra Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kurukshetra Main Market,Kurukshetra Famous Restaurant,October to March,Kurukshetra Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,10,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Haryana,Pinjore,Yadavindra Gardens (Pinjore Gardens),Garden,17th Century,2.0,4.3,20.0,Yes,Open All Days,Mughal-style gardens with terraces and water fountains,Yes,0.18,Evening,India,http://googleusercontent.com/maps.google.com/hr8,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Pinjore Main Market,Pinjore Famous Restaurant,October to March,Pinjore Special Cuisine,8.0,0.0,0.0,69.0,No,Non-Religious,79,0,4.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.3,0,,5,,,,,,
Haryana,Panchkula,Morni Hills,Hill Station,Unknown,24.0,4.4,0.0,Yes,Open All Days,"The only hill station in Haryana, known for trekking and lakes",Yes,0.05,All,India,http://googleusercontent.com/maps.google.com/hr9,Chandigarh International Airport,Chandigarh Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Panchkula Main Market,Panchkula Famous Restaurant,October to March,Panchkula Special Cuisine,8.0,0.0,0.0,70.0,No,Non-Religious,82,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,
Haryana,Panipat,Panipat Museum,Museum,2000,1.5,4.2,10.0,No,Monday,Displays artifacts from the three historic Battles of Panipat,No,0.02,Morning,India,http://googleusercontent.com/maps.google.com/hr10,Indira Gandhi International Airport,Panipat Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Panipat Main Market,Panipat Famous Restaurant,October to March,Panipat Special Cuisine,8.0,0.0,0.0,67.0,No,Non-Religious,10,0,4.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.2,0,,5,,,,,,
Haryana,Panipat,Tomb of Bu-Ali Shah Kalandar,Religious Site,14th Century,1.0,4.7,0.0,No,Open All Days,Dargah of a famous Sufi saint attracting pilgrims of all faiths,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/hr11,Indira Gandhi International Airport,Panipat Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Panipat Main Market,Panipat Famous Restaurant,October to March,Panipat Special Cuisine,8.0,0.0,0.0,75.0,No,Non-Religious,61,0,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,
Haryana,Rohtak,Tilyar Lake,Lake,Ancient,3.0,4.1,0.0,No,Open All Days,Large lake with boating facilities and a small zoo nearby,Yes,0.09,Afternoon,India,http://googleusercontent.com/maps.google.com/hr12,Indira Gandhi International Airport,Rohtak Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Rohtak Main Market,Rohtak Famous Restaurant,October to March,Rohtak Special Cuisine,8.0,0.0,0.0,66.0,No,Non-Religious,34,0,4.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.1,0,,5,,,,,,
Haryana,Bhiwani,Star Monument,Landmark,1997,1.0,4.6,0.0,No,Open All Days,Unique star-shaped memorial of a spiritual saint,Yes,0.03,Afternoon,India,http://googleusercontent.com/maps.google.com/hr13,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Bhiwani Main Market,Bhiwani Famous Restaurant,October to March,Bhiwani Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,2,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Haryana,Faridabad,Raja Nahar Singh Palace,Historical Site,18th Century,1.5,4.2,0.0,Yes,Open All Days,Heritage palace known for its architectural beauty and festivities,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/hr14,Indira Gandhi International Airport,Faridabad Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Faridabad Main Market,Faridabad Famous Restaurant,October to March,Faridabad Special Cuisine,8.0,0.0,0.0,67.0,No,Non-Religious,81,0,4.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.2,0,,5,,,,,,
Haryana,Kurukshetra,Bhadrakali Temple,Temple,Unknown,1.0,4.8,0.0,No,Open All Days,"One of the 51 Shakti Peethas, where Sati's ankle fell",No,0.12,Morning,India,http://googleusercontent.com/maps.google.com/hr15,Chandigarh International Airport,Kurukshetra Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kurukshetra Main Market,Kurukshetra Famous Restaurant,October to March,Kurukshetra Special Cuisine,8.0,0.0,0.0,77.0,No,Religious Heritage,3,1,5.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.8,0,,5,,,,,,
Haryana,Hisar,Feroz Shah Palace & Lat Ki Masjid,Historical Site,14th Century,1.5,4.3,0.0,No,Open All Days,"Complex containing a palace, mosque, and an Ashokan pillar",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/hr16,Hisar Airport,Hisar Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Hisar Main Market,Hisar Famous Restaurant,October to March,Hisar Special Cuisine,8.0,0.0,0.0,69.0,No,Non-Religious,81,0,4.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.3,0,,5,,,,,,
Haryana,Gurugram,Heritage Transport Museum,Museum,2013,3.0,4.7,400.0,Yes,Monday,India's first comprehensive transport museum,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/hr17,Indira Gandhi International Airport,Gurgaon Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Gurugram Main Market,Gurugram Famous Restaurant,October to March,Gurugram Special Cuisine,8.0,0.0,0.0,75.0,No,Non-Religious,10,0,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,
Haryana,Yamunanagar,Kalesar National Park,National Park,2003,4.0,4.2,100.0,No,Open All Days,"Lush green forest at the foothills of Shiwaliks, famous for leopards",Yes,0.02,Morning,India,http://googleusercontent.com/maps.google.com/hr18,Chandigarh International Airport,Yamunanagar-Jagadhri Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Yamunanagar Main Market,Yamunanagar Famous Restaurant,October to March,Yamunanagar Special Cuisine,8.0,0.0,0.0,67.0,No,Non-Religious,17,0,4.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.2,0,,5,,,,,,
Haryana,Panchkula,Mansa Devi Temple,Temple,1815,1.5,4.8,0.0,Yes,Open All Days,Important Shakti Peetha dedicated to Goddess Mansa Devi,No,0.3,Morning,India,http://googleusercontent.com/maps.google.com/hr19,Chandigarh International Airport,Chandigarh Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Panchkula Main Market,Panchkula Famous Restaurant,October to March,Panchkula Special Cuisine,8.0,0.0,0.0,77.0,No,Religious Heritage,3,1,5.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.8,0,,5,,,,,,
Haryana,Panchkula,Cactus Garden,Garden,1987,1.0,4.1,10.0,Yes,Open All Days,Asia's largest outdoor garden dedicated to rare and endangered cacti,Yes,0.04,Afternoon,India,http://googleusercontent.com/maps.google.com/hr20,Chandigarh International Airport,Chandigarh Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Panchkula Main Market,Panchkula Famous Restaurant,October to March,Panchkula Special Cuisine,8.0,0.0,0.0,66.0,No,Non-Religious,79,0,4.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.1,0,,5,,,,,,
Haryana,Kurukshetra,Krishna Museum,Museum,1987,2.0,4.6,30.0,No,Monday,Museum dedicated to the life and ideals of Lord Krishna,No,0.06,Morning,India,http://googleusercontent.com/maps.google.com/hr21,Chandigarh International Airport,Kurukshetra Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kurukshetra Main Market,Kurukshetra Famous Restaurant,October to March,Kurukshetra Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,10,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Haryana,Kurukshetra,Sthaneshwar Mahadev Temple,Temple,Unknown,1.0,4.7,0.0,No,Open All Days,Ancient Shiva temple where Pandavas prayed for victory,No,0.08,Morning,India,http://googleusercontent.com/maps.google.com/hr22,Chandigarh International Airport,Kurukshetra Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kurukshetra Main Market,Kurukshetra Famous Restaurant,October to March,Kurukshetra Special Cuisine,8.0,0.0,0.0,75.0,No,Religious Heritage,3,1,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,
Haryana,Kurukshetra,Bhishma Kund,Religious Site,Unknown,1.0,4.6,0.0,No,Open All Days,Site where Bhishma Pitamah lay on a bed of arrows,Yes,0.04,Morning,India,http://googleusercontent.com/maps.google.com/hr23,Chandigarh International Airport,Kurukshetra Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kurukshetra Main Market,Kurukshetra Famous Restaurant,October to March,Kurukshetra Special Cuisine,8.0,0.0,0.0,74.0,No,Non-Religious,61,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,
Haryana,Faridabad,Badkhal Lake,Lake,Ancient,2.0,3.8,0.0,Yes,Open All Days,Natural lake surrounded by the Aravalli hills,Yes,0.07,Evening,India,http://googleusercontent.com/maps.google.com/hr24,Indira Gandhi International Airport,Faridabad Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Faridabad Main Market,Faridabad Famous Restaurant,October to March,Faridabad Special Cuisine,8.0,0.0,0.0,61.0,No,Non-Religious,34,0,3.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,3.8,0,,5,,,,,,
Haryana,Yamunanagar,Hathni Kund Barrage,Landmark,1999,1.5,4.4,0.0,No,Open All Days,Popular picnic spot known for rafting and water views,Yes,0.03,Afternoon,India,http://googleusercontent.com/maps.google.com/hr25,Chandigarh International Airport,Yamunanagar-Jagadhri Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Yamunanagar Main Market,Yamunanagar Famous Restaurant,October to March,Yamunanagar Special Cuisine,8.0,0.0,0.0,70.0,No,Non-Religious,2,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,
Haryana,Panchkula,Gurudwara Nada Sahib,Religious Site,17th Century,1.0,4.9,0.0,Yes,Open All Days,Historical Gurudwara on the banks of Ghaggar river,Yes,0.2,Morning,India,http://googleusercontent.com/maps.google.com/hr26,Chandigarh International Airport,Chandigarh Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Panchkula Main Market,Panchkula Famous Restaurant,October to March,Panchkula Special Cuisine,8.0,0.0,0.0,78.0,No,Religious Heritage,61,1,5.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.9,0,,5,,,,,,
Haryana,Gurugram,Sheetla Mata Mandir,Temple,18th Century,1.5,4.7,0.0,Yes,Open All Days,Sacred temple dedicated to the wife of Guru Dronacharya,No,0.4,Morning,India,http://googleusercontent.com/maps.google.com/hr27,Indira Gandhi International Airport,Gurgaon Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Gurugram Main Market,Gurugram Famous Restaurant,October to March,Gurugram Special Cuisine,8.0,0.0,0.0,75.0,No,Non-Religious,3,0,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,
Haryana,Jhajjar,Bhindawas Wildlife Sanctuary,Wildlife Sanctuary,1986,3.0,4.3,0.0,Yes,Open All Days,"Largest wetland in Haryana, a paradise for birdwatchers",Yes,0.01,Morning,India,http://googleusercontent.com/maps.google.com/hr28,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Jhajjar Main Market,Jhajjar Famous Restaurant,October to March,Jhajjar Special Cuisine,8.0,0.0,0.0,69.0,No,Non-Religious,16,0,4.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.3,0,,5,,,,,,
Haryana,Narnaul,Jal Mahal (Narnaul),Historical Site,1591,1.0,4.3,0.0,No,Open All Days,Water palace built by Shah Quli Khan in the center of a tank,Yes,0.02,Afternoon,India,http://googleusercontent.com/maps.google.com/hr29,Indira Gandhi International Airport,Narnaul Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Narnaul Main Market,Narnaul Famous Restaurant,October to March,Narnaul Special Cuisine,8.0,0.0,0.0,69.0,No,Non-Religious,81,0,4.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.3,0,,5,,,,,,
Haryana,Hisar,Agroha Dham,Religious Site,1976,2.0,4.7,0.0,No,Open All Days,Religious complex dedicated to Goddess Mahalakshmi and Maharaja Agrasen,Yes,0.1,Morning,India,http://googleusercontent.com/maps.google.com/hr30,Hisar Airport,Hisar Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Hisar Main Market,Hisar Famous Restaurant,October to March,Hisar Special Cuisine,8.0,0.0,0.0,75.0,No,Non-Religious,61,0,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,
